instruction,input,output
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Lead to Toured Duration for multifamily benchmark.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Lead to Toured Duration for multifamily benchmark.', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Lead to Toured Duration at multifamily level?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Lead to Toured Duration at multifamily level?', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'What is the Lead to Toured Duration for my portfolio?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'What is the Lead to Toured Duration for my portfolio?', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Lead to Toured Duration for my community.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Lead to Toured Duration for my community.', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Lead to Toured Duration for my organization?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Lead to Toured Duration for my organization?', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'What is the Lead to Toured Duration for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'What is the Lead to Toured Duration for my property?', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Lead to Toured Duration for my property.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Lead to Toured Duration for my property.', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Lead to Toured Duration for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Lead to Toured Duration for my property?', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'What is the current multifamily benchmark for Lead to Toured Ratio?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'What is the current multifamily benchmark for Lead to Toured Ratio?', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Lead to Toured Ratio for multifamily benchmark.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Lead to Toured Ratio for multifamily benchmark.', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Lead to Toured Ratio at multifamily level?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Lead to Toured Ratio at multifamily level?', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'What is the Lead to Toured Ratio for my portfolio?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'What is the Lead to Toured Ratio for my portfolio?', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Lead to Toured Ratio for my community.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Lead to Toured Ratio for my community.', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Lead to Toured Ratio for my organization?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Lead to Toured Ratio for my organization?', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'What is the Lead to Toured Ratio for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'What is the Lead to Toured Ratio for my property?', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Lead to Toured Ratio for my property.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Lead to Toured Ratio for my property.', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Lead to Toured Ratio for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Lead to Toured Ratio for my property?', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'What is the current multifamily benchmark for Toured to Applied Duration?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'What is the current multifamily benchmark for Toured to Applied Duration?', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Toured to Applied Duration for multifamily benchmark.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Toured to Applied Duration for multifamily benchmark.', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Toured to Applied Duration at multifamily level?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Toured to Applied Duration at multifamily level?', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'What is the Toured to Applied Duration for my portfolio?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'What is the Toured to Applied Duration for my portfolio?', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Toured to Applied Duration for my community.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Toured to Applied Duration for my community.', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Toured to Applied Duration for my organization?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Toured to Applied Duration for my organization?', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'What is the Toured to Applied Duration for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'What is the Toured to Applied Duration for my property?', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Toured to Applied Duration for my property.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Toured to Applied Duration for my property.', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Toured to Applied Duration for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Toured to Applied Duration for my property?', 'Pivot Option Selected': 'conversionVelocity'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'What is the current multifamily benchmark for Toured to Applied Ratio?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'What is the current multifamily benchmark for Toured to Applied Ratio?', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Toured to Applied Ratio for multifamily benchmark.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Toured to Applied Ratio for multifamily benchmark.', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Toured to Applied Ratio at multifamily level?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Toured to Applied Ratio at multifamily level?', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'What is the Toured to Applied Ratio for my portfolio?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'What is the Toured to Applied Ratio for my portfolio?', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Toured to Applied Ratio for my community.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Toured to Applied Ratio for my community.', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Toured to Applied Ratio for my organization?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Toured to Applied Ratio for my organization?', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'What is the Toured to Applied Ratio for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'What is the Toured to Applied Ratio for my property?', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Toured to Applied Ratio for my property.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Give me the Toured to Applied Ratio for my property.', 'Pivot Option Selected': 'conversionRatio'}"
"Given the Question, select from the list of Pivot Options. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Toured to Applied Ratio for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed']}}","{'Question': 'Can you tell me the Toured to Applied Ratio for my property?', 'Pivot Option Selected': 'conversionRatio'}"
