instruction,input,output,metric,hierarchy,metadata_column_name,alias,question,data_variant,metric_name_requested,information_requested
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is a clear and detailed illustration of the benchmark for Toured to Applied % in this industry?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is a clear and detailed illustration of the benchmark for Toured to Applied % in this industry?', 'metric_name_requested': 'toured-to-applied-ratio-metric', 'information_requested': ['calculation-example']}",Toured to Applied Ratio,Multifamily Level,Godeeper.Example,Toured to Applied %,What is a clear and detailed illustration of the benchmark for Toured to Applied % in this industry?,Clean,toured-to-applied-ratio-metric,['calculation-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How can you illustrate the benchmark for Toured to Applied % in this industry with a concrete case?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How can you illustrate the benchmark for Toured to Applied % in this industry with a concrete case?', 'metric_name_requested': 'toured-to-applied-ratio-metric', 'information_requested': ['calculation-example']}",Toured to Applied Ratio,Multifamily Level,Godeeper.Example,Toured to Applied %,How can you illustrate the benchmark for Toured to Applied % in this industry with a concrete case?,Clean,toured-to-applied-ratio-metric,['calculation-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Give me a comprehensive example of how the benchmark for Toured to Applied % is derived in the multifamily industry', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Give me a comprehensive example of how the benchmark for Toured to Applied % is derived in the multifamily industry', 'metric_name_requested': 'toured-to-applied-ratio-metric', 'information_requested': ['calculation-example']}",Toured to Applied Ratio,Multifamily Level,Godeeper.Example,Toured to Applied %,Give me a comprehensive example of how the benchmark for Toured to Applied % is derived in the multifamily industry,Clean,toured-to-applied-ratio-metric,['calculation-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Show me a thorough demonstration of the benchmark for T2A Ratio in multifamily', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Show me a thorough demonstration of the benchmark for T2A Ratio in multifamily', 'metric_name_requested': 'toured-to-applied-ratio-metric', 'information_requested': ['calculation-example']}",Toured to Applied Ratio,Multifamily Level,Godeeper.Example,T2A Ratio,Show me a thorough demonstration of the benchmark for T2A Ratio in multifamily,Clean,toured-to-applied-ratio-metric,['calculation-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Give me a detailed example of the benchmark for T2A Ratio in the multifamily industry', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Give me a detailed example of the benchmark for T2A Ratio in the multifamily industry', 'metric_name_requested': 'toured-to-applied-ratio-metric', 'information_requested': ['calculation-example']}",Toured to Applied Ratio,Multifamily Level,Godeeper.Example,T2A Ratio,Give me a detailed example of the benchmark for T2A Ratio in the multifamily industry,Clean,toured-to-applied-ratio-metric,['calculation-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is a clear and detailed illustration of the benchmark for T2A Ratio in this industry?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is a clear and detailed illustration of the benchmark for T2A Ratio in this industry?', 'metric_name_requested': 'toured-to-applied-ratio-metric', 'information_requested': ['calculation-example']}",Toured to Applied Ratio,Multifamily Level,Godeeper.Example,T2A Ratio,What is a clear and detailed illustration of the benchmark for T2A Ratio in this industry?,Clean,toured-to-applied-ratio-metric,['calculation-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How can you illustrate the benchmark for T2A Ratio in this industry with a concrete case?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How can you illustrate the benchmark for T2A Ratio in this industry with a concrete case?', 'metric_name_requested': 'toured-to-applied-ratio-metric', 'information_requested': ['calculation-example']}",Toured to Applied Ratio,Multifamily Level,Godeeper.Example,T2A Ratio,How can you illustrate the benchmark for T2A Ratio in this industry with a concrete case?,Clean,toured-to-applied-ratio-metric,['calculation-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Give me a comprehensive example of how the benchmark for T2A Ratio is derived in the multifamily industry', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Give me a comprehensive example of how the benchmark for T2A Ratio is derived in the multifamily industry', 'metric_name_requested': 'toured-to-applied-ratio-metric', 'information_requested': ['calculation-example']}",Toured to Applied Ratio,Multifamily Level,Godeeper.Example,T2A Ratio,Give me a comprehensive example of how the benchmark for T2A Ratio is derived in the multifamily industry,Clean,toured-to-applied-ratio-metric,['calculation-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How do you define the benchmark for Toured to Applied Ratio ?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How do you define the benchmark for Toured to Applied Ratio ?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,PMC Level,Lede + Lede.Example,Toured to Applied Ratio,How do you define the benchmark for Toured to Applied Ratio ?,Clean,toured-to-applied-ratio-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What does the benchmark for Toured to Applied Ratio represent for my organization?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What does the benchmark for Toured to Applied Ratio represent for my organization?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,PMC Level,Lede + Lede.Example,Toured to Applied Ratio,What does the benchmark for Toured to Applied Ratio represent for my organization?,Clean,toured-to-applied-ratio-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Describe what the benchmark for Toured to Applied Ratio is', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Describe what the benchmark for Toured to Applied Ratio is', 'metric_name_requested': 'toured-to-applied-ratio-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,PMC Level,Lede + Lede.Example,Toured to Applied Ratio,Describe what the benchmark for Toured to Applied Ratio is,Clean,toured-to-applied-ratio-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'State the meaning of the benchmark for Toured to Applied Ratio for my PMC', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'State the meaning of the benchmark for Toured to Applied Ratio for my PMC', 'metric_name_requested': 'toured-to-applied-ratio-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,PMC Level,Lede + Lede.Example,Toured to Applied Ratio,State the meaning of the benchmark for Toured to Applied Ratio for my PMC,Clean,toured-to-applied-ratio-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is the benchmark for Toured to Applied Ratio', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is the benchmark for Toured to Applied Ratio', 'metric_name_requested': 'toured-to-applied-ratio-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,PMC Level,Lede + Lede.Example,Toured to Applied Ratio,What is the benchmark for Toured to Applied Ratio,Clean,toured-to-applied-ratio-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How do you define the benchmark for Closing Ratio ?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How do you define the benchmark for Closing Ratio ?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,PMC Level,Lede + Lede.Example,Closing Ratio,How do you define the benchmark for Closing Ratio ?,Clean,toured-to-applied-ratio-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What does the benchmark for Closing Ratio represent for my organization?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What does the benchmark for Closing Ratio represent for my organization?', 'metric_name_requested': 'toured-to-applied-ratio-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,PMC Level,Lede + Lede.Example,Closing Ratio,What does the benchmark for Closing Ratio represent for my organization?,Clean,toured-to-applied-ratio-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Describe what the benchmark for Closing Ratio is', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Describe what the benchmark for Closing Ratio is', 'metric_name_requested': 'toured-to-applied-ratio-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,PMC Level,Lede + Lede.Example,Closing Ratio,Describe what the benchmark for Closing Ratio is,Clean,toured-to-applied-ratio-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'State the meaning of the benchmark for Closing Ratio for my PMC', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'State the meaning of the benchmark for Closing Ratio for my PMC', 'metric_name_requested': 'toured-to-applied-ratio-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,PMC Level,Lede + Lede.Example,Closing Ratio,State the meaning of the benchmark for Closing Ratio for my PMC,Clean,toured-to-applied-ratio-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is the benchmark for Closing Ratio', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is the benchmark for Closing Ratio', 'metric_name_requested': 'toured-to-applied-ratio-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Toured to Applied Ratio,PMC Level,Lede + Lede.Example,Closing Ratio,What is the benchmark for Closing Ratio,Clean,toured-to-applied-ratio-benchmark,"['simple-explanation', 'simple-example']"
