Version,Dataset Identifier,Timestamp,instruction,input,output
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Illustrate the benchmark for Applied to Leased Duration in multifamily industry', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How can you demonstrate the multifamily benchmark for Applied to Leased Duration?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Provide an example of the benchmark for A2L Duration in this industry', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How can the benchmark for A2L Duration be exemplified in multifamily?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Illustrate the benchmark for A2L Duration in multifamily industry', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How can you demonstrate the multifamily benchmark for A2L Duration?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why is the benchmark for Applied to Leased Duration important in multifamily?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How is the benchmark for Applied to Leased Duration applied in this industry from a marketing standpoint?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why do we need to measure the benchmark for Applied to Leased Duration in multifamily industry?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What is the value in measuring the multifamily benchmark for Applied to Leased Duration?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why is the benchmark for A2L Duration important in multifamily?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How is the benchmark for A2L Duration applied in this industry from a marketing standpoint?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why do we need to measure the benchmark for A2L Duration in multifamily industry?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What is the value in measuring the multifamily benchmark for A2L Duration?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Elaborate on the benchmark for Applied to Leased Duration in this industry', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed explanation of the benchmark for Applied to Leased Duration in multifamily.', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How do I calculate the benchmark for Applied to Leased Duration in multifamily industry?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Provide a thorough description and computation of the multifamily benchmark for Applied to Leased Duration', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Elaborate on the benchmark for A2L Duration in this industry', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed explanation of the benchmark for A2L Duration in multifamily.', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How do I calculate the benchmark for A2L Duration in multifamily industry?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Provide a thorough description and computation of the multifamily benchmark for A2L Duration', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Show me a thorough demonstration of the benchmark for Applied to Leased Duration in multifamily', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed example of the benchmark for Applied to Leased Duration in this industry', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What is a clear and detailed illustration of the multifamily benchmark of Applied to Leased Duration?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a comprehensive example of how the benchmark for Applied to Leased Duration is derived in the multifamily industry', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Show me a thorough demonstration of the benchmark for A2L Duration in multifamily', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed example of the benchmark for A2L Duration in this industry', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What is a clear and detailed illustration of the multifamily benchmark of A2L Duration?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a comprehensive example of how the benchmark for A2L Duration is derived in the multifamily industry', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How do you define the benchmark of Applied to Leased Duration for my portfolio?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What does the average of Applied to Leased Duration represent for my community.', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Describe what the benchmark of Applied to Leased Duration is for my organization?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Describe what the benchmark of Applied to Leased Duration is for my org?', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What is the benchmark for Applied to Leased Duration', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
v2,ConversionAnalysis-Pivot-Clean+Aliases,2023-10-18 09:25:37,"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Simplify Applied to Leased Duration for my PMC', 'pivot-options': [{'pivot-criteria': 'select this option if a ratio or percentage is asked', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'select this option if a duration is asked', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'}
