ID,MetaData.Column.Name,Metrics,DataSet_Variant,Instruction,Input,Output
18,Lede.Example,Applied to Leased Ratio,Clean,Provide an example of this metric,Provide an example of A2L Ratio,"For example, let’s say the Multifamily benchmark for applied to leased conversion rate lies between 45.0% to 55.0%.

Now, Applied to Leased ratio of:
- 50.0% is satisfactory for your PMC. 
- 60.0% exceeds expectations.
- 40.0% is not satisfactory."
18,Lede.Example,Applied to Leased Ratio,Clean,Provide an example of this metric,Provide an example of Applied to Leased %,"For example, let’s say the Multifamily benchmark for applied to leased conversion rate lies between 45.0% to 55.0%.

Now, Applied to Leased ratio of:
- 50.0% is satisfactory for your PMC. 
- 60.0% exceeds expectations.
- 40.0% is not satisfactory."
18,Lede.Example,Applied to Leased Ratio,Clean,How can this metric be exemplified?,How can Applied to Leased Ratio be exemplified?,"For example, let’s say the Multifamily benchmark for applied to leased conversion rate lies between 45.0% to 55.0%.

Now, Applied to Leased ratio of:
- 50.0% is satisfactory for your PMC. 
- 60.0% exceeds expectations.
- 40.0% is not satisfactory."
18,Lede.Example,Applied to Leased Ratio,Clean,Illustrate this metric,Illustrate Applied to Leased Ratio,"For example, let’s say the Multifamily benchmark for applied to leased conversion rate lies between 45.0% to 55.0%.

Now, Applied to Leased ratio of:
- 50.0% is satisfactory for your PMC. 
- 60.0% exceeds expectations.
- 40.0% is not satisfactory."
18,Lede.Example,Applied to Leased Ratio,Clean,What is a case in point for this metric?,What is a case in point for Applied to Leased Ratio?,"For example, let’s say the Multifamily benchmark for applied to leased conversion rate lies between 45.0% to 55.0%.

Now, Applied to Leased ratio of:
- 50.0% is satisfactory for your PMC. 
- 60.0% exceeds expectations.
- 40.0% is not satisfactory."
18,Lede.Example,Applied to Leased Ratio,Clean,How can you demonstrate this metric?,How can you demonstrate Applied to Leased Ratio?,"For example, let’s say the Multifamily benchmark for applied to leased conversion rate lies between 45.0% to 55.0%.

Now, Applied to Leased ratio of:
- 50.0% is satisfactory for your PMC. 
- 60.0% exceeds expectations.
- 40.0% is not satisfactory."
18,Why it matters?,Applied to Leased Ratio,Clean,Why is this metric important?,Why is Applied to Leased Ratio important?,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
18,Why it matters?,Applied to Leased Ratio,Clean,Why is this metric important?,Why is A2L % important?,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
18,Why it matters?,Applied to Leased Ratio,Clean,Why is this metric important?,Why is A2L Ratio important?,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
18,Why it matters?,Applied to Leased Ratio,Clean,Why is this metric important?,Why is Applied to Leased % important?,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
18,Why it matters?,Applied to Leased Ratio,Clean,How is this metric applied from a marketing standpoint?,How is Applied to Leased Ratio applied from a marketing standpoint?,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
18,Why it matters?,Applied to Leased Ratio,Clean,What is business use case of this metric?,What is business use case of Applied to Leased Ratio?,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
18,Why it matters?,Applied to Leased Ratio,Clean,What is the value of this metric?,What is the value of Applied to Leased Ratio?,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
18,Why it matters?,Applied to Leased Ratio,Clean,Why do we need to measure this metric?,Why do we need to measure Applied to Leased Ratio?,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
18,Godeeper,Applied to Leased Ratio,Clean,Elaborate on this metric,Elaborate on Applied to Leased Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - The range between the 25th and 75th percentile defines the Benchmark for Multifamily.
18,Godeeper,Applied to Leased Ratio,Clean,Elaborate on this metric,Elaborate on A2L %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - The range between the 25th and 75th percentile defines the Benchmark for Multifamily.
18,Godeeper,Applied to Leased Ratio,Clean,Elaborate on this metric,Elaborate on A2L Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - The range between the 25th and 75th percentile defines the Benchmark for Multifamily.
18,Godeeper,Applied to Leased Ratio,Clean,Elaborate on this metric,Elaborate on Applied to Leased %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - The range between the 25th and 75th percentile defines the Benchmark for Multifamily.
18,Godeeper,Applied to Leased Ratio,Clean,Give me a detailed explanation of this metric.,Give me a detailed explanation of Applied to Leased Ratio.,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - The range between the 25th and 75th percentile defines the Benchmark for Multifamily.
18,Godeeper,Applied to Leased Ratio,Clean,How do I calculate this metric?,How do I calculate Applied to Leased Ratio?,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - The range between the 25th and 75th percentile defines the Benchmark for Multifamily.
18,Godeeper,Applied to Leased Ratio,Clean,Go deeper about this metric,Go deeper about Applied to Leased Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - The range between the 25th and 75th percentile defines the Benchmark for Multifamily.
18,Godeeper,Applied to Leased Ratio,Clean,Provide a thorough description and computation of this metric,Provide a thorough description and computation of Applied to Leased Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - The range between the 25th and 75th percentile defines the Benchmark for Multifamily.
18,Godeeper.Example,Applied to Leased Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Applied to Leased Ratio,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
18,Godeeper.Example,Applied to Leased Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of A2L %,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
18,Godeeper.Example,Applied to Leased Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of A2L Ratio,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
18,Godeeper.Example,Applied to Leased Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Applied to Leased %,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
18,Godeeper.Example,Applied to Leased Ratio,Clean,Give me a detailed example of this metric,Give me a detailed example of Applied to Leased Ratio,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
18,Godeeper.Example,Applied to Leased Ratio,Clean,What is a clear and detailed illustration of this measurement?,What is a clear and detailed illustration of Applied to Leased Ratio?,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
18,Godeeper.Example,Applied to Leased Ratio,Clean,How can you illustrate this metric with a concrete case?,How can you illustrate Applied to Leased Ratio with a concrete case?,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
18,Godeeper.Example,Applied to Leased Ratio,Clean,Give me a comprehensive example of how this metric is derived,Give me a comprehensive example of how this metric is derived,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
12,Lede,Applied to Leased Ratio,Clean,How do you define this metric?,How do you define Applied to Leased Ratio?,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
12,Lede,Applied to Leased Ratio,Clean,How do you define this metric?,How do you define A2L %?,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
12,Lede,Applied to Leased Ratio,Clean,How do you define this metric?,How do you define A2L Ratio?,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
12,Lede,Applied to Leased Ratio,Clean,How do you define this metric?,How do you define Applied to Leased Ratio?,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
12,Lede,Applied to Leased Ratio,Clean,What does this metric represent?,What does Applied to Leased Ratio represent?,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
12,Lede,Applied to Leased Ratio,Clean,Describe what this metric is,Describe what Applied to Leased Ratio is,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
12,Lede,Applied to Leased Ratio,Clean,State the meaning of this metric,State the meaning of Applied to Leased Ratio,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
12,Lede,Applied to Leased Ratio,Clean,Explain the concept of this metric,Explain the concept of Applied to Leased Ratio,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
12,Lede.Example,Applied to Leased Ratio,Clean,Provide an example of this metric,Provide an example of Applied to Leased Ratio,"For example, let’s say the PMC benchmark applied to leased conversion rate lies between 35.0% to 45.0%.

Now, Applied to Leased ratio of:
- 40.0% is satisfactory for your property.
- 50.0% exceeds expectations.
- 30.0% is not satisfactory."
12,Lede.Example,Applied to Leased Ratio,Clean,Provide an example of this metric,Provide an example of A2L %,"For example, let’s say the PMC benchmark applied to leased conversion rate lies between 35.0% to 45.0%.

Now, Applied to Leased ratio of:
- 40.0% is satisfactory for your property.
- 50.0% exceeds expectations.
- 30.0% is not satisfactory."
12,Lede.Example,Applied to Leased Ratio,Clean,Provide an example of this metric,Provide an example of A2L Ratio,"For example, let’s say the PMC benchmark applied to leased conversion rate lies between 35.0% to 45.0%.

Now, Applied to Leased ratio of:
- 40.0% is satisfactory for your property.
- 50.0% exceeds expectations.
- 30.0% is not satisfactory."
12,Lede.Example,Applied to Leased Ratio,Clean,Provide an example of this metric,Provide an example of Applied to Leased Ratio,"For example, let’s say the PMC benchmark applied to leased conversion rate lies between 35.0% to 45.0%.

Now, Applied to Leased ratio of:
- 40.0% is satisfactory for your property.
- 50.0% exceeds expectations.
- 30.0% is not satisfactory."
12,Lede.Example,Applied to Leased Ratio,Clean,How can this metric be exemplified?,How can Applied to Leased Ratio be exemplified?,"For example, let’s say the PMC benchmark applied to leased conversion rate lies between 35.0% to 45.0%.

Now, Applied to Leased ratio of:
- 40.0% is satisfactory for your property.
- 50.0% exceeds expectations.
- 30.0% is not satisfactory."
12,Lede.Example,Applied to Leased Ratio,Clean,Illustrate this metric,Illustrate Applied to Leased Ratio,"For example, let’s say the PMC benchmark applied to leased conversion rate lies between 35.0% to 45.0%.

Now, Applied to Leased ratio of:
- 40.0% is satisfactory for your property.
- 50.0% exceeds expectations.
- 30.0% is not satisfactory."
12,Lede.Example,Applied to Leased Ratio,Clean,What is a case in point for this metric?,What is a case in point for Applied to Leased Ratio?,"For example, let’s say the PMC benchmark applied to leased conversion rate lies between 35.0% to 45.0%.

Now, Applied to Leased ratio of:
- 40.0% is satisfactory for your property.
- 50.0% exceeds expectations.
- 30.0% is not satisfactory."
12,Lede.Example,Applied to Leased Ratio,Clean,How can you demonstrate this metric?,How can you demonstrate Applied to Leased Ratio?,"For example, let’s say the PMC benchmark applied to leased conversion rate lies between 35.0% to 45.0%.

Now, Applied to Leased ratio of:
- 40.0% is satisfactory for your property.
- 50.0% exceeds expectations.
- 30.0% is not satisfactory."
12,Why it matters?,Applied to Leased Ratio,Clean,Why is this metric important?,Why is Applied to Leased Ratio important?,"It allows the property to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
12,Why it matters?,Applied to Leased Ratio,Clean,Why is this metric important?,Why is A2L % important?,"It allows the property to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
12,Why it matters?,Applied to Leased Ratio,Clean,Why is this metric important?,Why is A2L Ratio important?,"It allows the property to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
12,Why it matters?,Applied to Leased Ratio,Clean,Why is this metric important?,Why is Applied to Leased Ratio important?,"It allows the property to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
12,Why it matters?,Applied to Leased Ratio,Clean,How is this metric applied from a marketing standpoint?,How is Applied to Leased Ratio applied from a marketing standpoint?,"It allows the property to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
12,Why it matters?,Applied to Leased Ratio,Clean,What is business use case of this metric?,What is business use case of Applied to Leased Ratio?,"It allows the property to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
12,Why it matters?,Applied to Leased Ratio,Clean,What is the value of this metric?,What is the value of Applied to Leased Ratio?,"It allows the property to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
12,Why it matters?,Applied to Leased Ratio,Clean,Why do we need to measure this metric?,Why do we need to measure Applied to Leased Ratio?,"It allows the property to:
- Identify areas of improvement.
- Assess the quality of applicants.
- Assess the quality of the screening process.
- Gain insights into best practices.
"
12,Godeeper,Applied to Leased Ratio,Clean,Elaborate on this metric,Elaborate on Applied to Leased Ratio,"We calculate this as follows:
- Calculate the average conversion rate for all properties within a PMC for a given time range.
- Calculate the 25th and 75th percentile values from this conversion rate distribution.
- The range between the 25th and 75th percentile defines the Benchmark for the PMC.  "
12,Godeeper,Applied to Leased Ratio,Clean,Elaborate on this metric,Elaborate on A2L %,"We calculate this as follows:
- Calculate the average conversion rate for all properties within a PMC for a given time range.
- Calculate the 25th and 75th percentile values from this conversion rate distribution.
- The range between the 25th and 75th percentile defines the Benchmark for the PMC.  "
12,Godeeper,Applied to Leased Ratio,Clean,Elaborate on this metric,Elaborate on A2L Ratio,"We calculate this as follows:
- Calculate the average conversion rate for all properties within a PMC for a given time range.
- Calculate the 25th and 75th percentile values from this conversion rate distribution.
- The range between the 25th and 75th percentile defines the Benchmark for the PMC.  "
12,Godeeper,Applied to Leased Ratio,Clean,Elaborate on this metric,Elaborate on Applied to Leased Ratio,"We calculate this as follows:
- Calculate the average conversion rate for all properties within a PMC for a given time range.
- Calculate the 25th and 75th percentile values from this conversion rate distribution.
- The range between the 25th and 75th percentile defines the Benchmark for the PMC.  "
12,Godeeper,Applied to Leased Ratio,Clean,Give me a detailed explanation of this metric.,Give me a detailed explanation of Applied to Leased Ratio.,"We calculate this as follows:
- Calculate the average conversion rate for all properties within a PMC for a given time range.
- Calculate the 25th and 75th percentile values from this conversion rate distribution.
- The range between the 25th and 75th percentile defines the Benchmark for the PMC.  "
12,Godeeper,Applied to Leased Ratio,Clean,How do I calculate this metric?,How do I calculate Applied to Leased Ratio?,"We calculate this as follows:
- Calculate the average conversion rate for all properties within a PMC for a given time range.
- Calculate the 25th and 75th percentile values from this conversion rate distribution.
- The range between the 25th and 75th percentile defines the Benchmark for the PMC.  "
12,Godeeper,Applied to Leased Ratio,Clean,Go deeper about this metric,Go deeper about Applied to Leased Ratio,"We calculate this as follows:
- Calculate the average conversion rate for all properties within a PMC for a given time range.
- Calculate the 25th and 75th percentile values from this conversion rate distribution.
- The range between the 25th and 75th percentile defines the Benchmark for the PMC.  "
12,Godeeper,Applied to Leased Ratio,Clean,Provide a thorough description and computation of this metric,Provide a thorough description and computation of Applied to Leased Ratio,"We calculate this as follows:
- Calculate the average conversion rate for all properties within a PMC for a given time range.
- Calculate the 25th and 75th percentile values from this conversion rate distribution.
- The range between the 25th and 75th percentile defines the Benchmark for the PMC.  "
12,Godeeper.Example,Applied to Leased Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Applied to Leased Ratio,"For example:
- There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 50.0%.
- The benchmark is 15.0% to 55.0%.
- The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range.
- Performance of Pr1 is not satisfactory (20%<benchmark range)
- Pr7 and Pr8 are excelling. (50%, 55%>benchmark range) "
12,Godeeper.Example,Applied to Leased Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of A2L %,"For example:
- There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 50.0%.
- The benchmark is 15.0% to 55.0%.
- The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range.
- Performance of Pr1 is not satisfactory (20%<benchmark range)
- Pr7 and Pr8 are excelling. (50%, 55%>benchmark range) "
12,Godeeper.Example,Applied to Leased Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of A2L Ratio,"For example:
- There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 50.0%.
- The benchmark is 15.0% to 55.0%.
- The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range.
- Performance of Pr1 is not satisfactory (20%<benchmark range)
- Pr7 and Pr8 are excelling. (50%, 55%>benchmark range) "
12,Godeeper.Example,Applied to Leased Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Applied to Leased Ratio,"For example:
- There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 50.0%.
- The benchmark is 15.0% to 55.0%.
- The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range.
- Performance of Pr1 is not satisfactory (20%<benchmark range)
- Pr7 and Pr8 are excelling. (50%, 55%>benchmark range) "
12,Godeeper.Example,Applied to Leased Ratio,Clean,Give me a detailed example of this metric,Give me a detailed example of Applied to Leased Ratio,"For example:
- There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 50.0%.
- The benchmark is 15.0% to 55.0%.
- The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range.
- Performance of Pr1 is not satisfactory (20%<benchmark range)
- Pr7 and Pr8 are excelling. (50%, 55%>benchmark range) "
12,Godeeper.Example,Applied to Leased Ratio,Clean,What is a clear and detailed illustration of this measurement?,What is a clear and detailed illustration of this measurement?,"For example:
- There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 50.0%.
- The benchmark is 15.0% to 55.0%.
- The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range.
- Performance of Pr1 is not satisfactory (20%<benchmark range)
- Pr7 and Pr8 are excelling. (50%, 55%>benchmark range) "
